0.528112385,0.302638992,0.730819195,0.14223912,0.272655818,0.028932548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.080925365,0,0,0.145649803,0.428255226,0.497182441,0.423661469,0.330858658,0.337093643,0.215861077,0.304071837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.137959451,0,0.129680784,0,0.026378084,0,0,0,0,0,0,0,0,0.563097471,0.354939408,0.197392067,0.250402698,0.130960765,0.633701566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.04659564,0,0.047389585,0.167726046,0.246583086,0,0,0,0,0,0,0,0,0.08865625,0.044986132,0,0,0.282706355,0.163203194,0.223151992,0.153194715,0.500469638,0.289943529,0.180726857,0.238179134,0.244311024,0.261628578,0.170973657,0.134989988,0.152608601,0.285666099,0.11191854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.240225262,0.025491218,0,0,0,0,0,0,0,0,0,0,0,0.120991913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363060705,0,0,0,0.49846656,0.739405836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.07879077,0,0,0,0,0,0,0,0,0,0,0,0,0.097794246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2325972,0,0,0.338320628,0.409353715,0.476122532,0.403161797,0.469720037,0.195516031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.092835339,0,0,0,0.071001107,0.157058967,0,0,0,0,0,0,0.327890651,0,0.238844967,0.16603574,0,0.088125801,0,0,0,0,0,0,0.271503635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241321522,0.413385964,0.292506125,0.52836721,0.306935995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.230545839,0,0,0,0.022040381,0.195018898,0,0,0,0,0,0,0,0,0,0,0,0.109425122,0,0,0.379520151,0,0,0,0,0,0,0.568131998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655398427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09992934,0.143163252,0,0.053828926,0,0.098543017,0,0,0,0,0,0.112111876,0.215375675,0,0,0,0.245805185,0.103939134,0.271801156,0,0,0.141403565,0.128896527,0.176975939,0,0,0,0,0,0,0,0,0,0,0.064646122,0.107052987,0,0,0,0.132329519,0,0,0,0,0.254996338,0,0.325922299,0,0,0.142541673,0.180296544,0.071387858,0.232808036,0.398079373,0.163633461,0.147315419,0.165354813,0.187555368,0.161318825,0.150207032,0.150336621,0.166595956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.065112872,0,0.013244467,0.117190414,0,0,0,0,0,0,0,0,0.178215489,0.148666179,0.062863742,0.065755552,0,0,0,0,0,0,0.405167868,0,0,0,0,0,0,0.213255669,0,0.156395269,0,0,0,0,0,0,0,0,0,0,0,0.394244106,0,0,0,0,0,0,0,0,0,0.400034981,0,0,0,0,0.403037619,0.310658874,0.209592995,0.259385666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
